學校,科系,項目,說明,指定項目甄試日期
國立臺灣海洋大學,河海工程學系,修課紀錄(A)、課程學習成果(B、D)、多元表現(G、J、L、N)、學習歷程自述(O、P、Q)、其他(R.其他有利審查資料)※項目內容請參照本簡章「貳、分則」乙、審查資料項目內容對照表(第20頁)。,(無),--
國立臺灣海洋大學,機械與機電工程學系,修課紀錄(A)、課程學習成果(B、D)、多元表現(F、J、L、N)、學習歷程自述(O、P、Q)、其他(R.其他有利審查資料)※項目內容請參照本簡章「貳、分則」乙、審查資料項目內容對照表(第20頁)。,"1.「學習歷程自述」約1000字。
2.「其他:其他有利審查資料」:請提供高中階段資料。",--
國立臺灣海洋大學,海洋環境資訊系,修課紀錄(A)、課程學習成果(B、D)、多元表現(G、J、L、N)、學習歷程自述(O、P、Q)、其他(R.其他有利審查資料)※項目內容請參照本簡章「貳、分則」乙、審查資料項目內容對照表(第20頁)。,1.高中學習歷程反思請提供「自傳」一篇1000字以內。2.未來學習計畫與生涯規劃包含「讀書計畫」及未來大學四年學習計畫。3.「檢定證照」，請提供各項能力檢定證明為佳。,--
國立臺灣海洋大學,環境生物與漁業科學學系,修課紀錄(A)、課程學習成果(B、D)、多元表現(F、G、H、L、N)、學習歷程自述(O、P、Q)、其他(R.其他有利審查資料) ※項目內容請參照本簡章「貳、分則」乙、審查資料項目內容對照表(第20頁)。,"1.學習歷程自述1000字以內，內容個人背景描述、求學歷程得失、生涯規劃(短、中、長期)、未來進入大學之社團參與或課外活動規劃。高中階段有利資料，如語言證明。2.書面審查重點指引,預計於114年2月底公告於學系網頁 https://fd.ntou.edu.tw/。",114.5.20至114.5.21
國立臺灣海洋大學,電機工程學系,修課紀錄(A)、課程學習成果(B、D)、多元表現(F、M、N)、學習歷程自述(O、P、Q)、其他(R.其他有利審查資料)※項目內容請參照本簡章「貳、分則」乙、審查資料項目內容對照表(第20頁)。,「學習歷程自述」一篇不超過1000字，內容請包含O、P、Q項目，並以A4直式橫書。,114.5.19114.5.20
國立臺灣海洋大學,電機工程學系(青年儲蓄帳戶組),修課紀錄(A)、課程學習成果(B、D)、多元表現(F、M、N)、學習歷程自述(O、P、Q)、其他(R.體驗學習報告書)※項目內容請參照本簡章「貳、分則」乙、審查資料項目內容對照表(第20頁)。,1.「R.體驗學習報告書」佔總成績比例60%。2.「學習歷程自述」內容請包含O、P、Q項目，全篇約800~1500字為宜，請以A4直式橫書。,114.5.19114.5.20
國立臺灣海洋大學,資訊工程學系,修課紀錄(A)、課程學習成果(B、C、D)、多元表現(F、G、J、L、N)、學習歷程自述(O、P、Q)、其他(R.其他有利審查資料) ※項目內容請參照本簡章「貳、分則」乙、審查資料項目內容對照表(第20頁)。,1.「學習歷程自述」約1000字，含高中學習歷程與反思、就讀動機、大學學習規劃、生涯規劃及人生期望。2.「F」可含自然科學領域之成果(如專題研究、小論文、科展)。3.「J」可含獲獎紀錄、創作、國際運算思維或程式設計成績證明等。4.「L」可含英語能力證明(如英聽)及其他證照。,114.5.20至114.5.22
國立臺灣海洋大學,資訊工程學系(APCS組),無資料,無資料,114.5.20至114.5.22
國立臺灣海洋大學,資訊工程學系(資安組),修課紀錄(A)、課程學習成果(B、C、D)、多元表現(F、G、J、L、N)、學習歷程自述(O、P、Q)、其他(R.其他有利審查資料) ※項目內容請參照本簡章「貳、分則」乙、審查資料項目內容對照表(第20頁)。,1.「F」可含高中資訊課程成果(如專題研究、小論文、科展)。2.「J」可含科學、數理、資安獲獎紀錄(如資安技能金盾獎、GiCS資安女婕思、榮耀資戰)等。3.「L」可含程式成績證明(如APCS)、英語能力證明(如英聽)及其他證照。,114.5.20至114.5.22
國立臺灣海洋大學,通訊與導航工程學系,修課紀錄(A)、課程學習成果(B、D)、多元表現(M、N)、學習歷程自述(O、P、Q)、其他(R.其他有利審查資料)※項目內容請參照本簡章「貳、分則」乙、審查資料項目內容對照表(第20頁)。,1.「學習歷程自述」一篇不超過1000字，內容請包含O、P、Q項目，並以A4直式書寫。,114.5.20至114.5.21
國立臺灣海洋大學,光電與材料科技學系,修課紀錄(A)、課程學習成果(B、D)、多元表現(G、J、K、L、N)、學習歷程自述(O、P、Q)、其他(R.其他有利審查資料) ※項目內容請參照本簡章「貳、分則」乙、審查資料項目內容對照表(第20頁)。,1.自傳一篇1000字內，內容:學習性向及人格特質，高中學習歷程及反思，解決問題經驗，學系及產業認識，未來的生涯規劃及人生期望。2.讀書計畫:申請就讀動機，未來大學4年學習規劃。3.其他有利審查資料，如競賽成果、成果作品、語言能力證明、學生幹部、社團參與、程式資訊能力證明等。,114.5.20至114.5.21
國立臺灣海洋大學,海洋觀光管理學士學位學程,修課紀錄(A)、課程學習成果(B、E)、多元表現(G、J、L、N)、學習歷程自述(O、P、Q)、其他(R.其他有利審查資料)※項目內容請參照本簡章「貳、分則」乙、審查資料項目內容對照表(第20頁)。,(無),--
國立臺灣海洋大學,海洋觀光管理學士學位學程(青年儲蓄帳戶組),修課紀錄(A)、課程學習成果(B、E)、學習歷程自述(O、P、Q)、其他(R.體驗學習報告書)※項目內容請參照本簡章「貳、分則」乙、審查資料項目內容對照表(第20頁)。,體驗學習報告書佔總成績比例60%。,--
國立臺灣海洋大學,海洋法政學士學位學程,修課紀錄(A)、課程學習成果(B、E)、多元表現(G、J、L、N)、學習歷程自述(O、P、Q)、其他(R.其他有利審查資料)※項目內容請參照本簡章「貳、分則」乙、審查資料項目內容對照表(第20頁)。,1.「L.檢定證照」請提供語言能力檢定證明及其他證照。 2.「R.其他有利審查資料」以能證明具高度外語能力為佳。,114.5.20至114.5.21
國立臺灣海洋大學,海洋法政學士學位學程(青年儲蓄帳戶組),修課紀錄(A)、課程學習成果(B、E)、多元表現(G、J、L、N)、學習歷程自述(O、P、Q)、其他(R.體驗學習報告書)※項目內容請參照本簡章「貳、分則」乙、審查資料項目內容對照表(第20頁)。,「R.體驗學習報告書」佔總成績比例60%。,114.5.20至114.5.21
國立臺灣海洋大學,海洋文創設計產業學士學位學程,修課紀錄(A)、課程學習成果(B、C、E)、多元表現(J、K、L、N)、學習歷程自述(O、P、Q)※項目內容請參照本簡章「貳、分則」乙、審查資料項目內容對照表(第20頁)。,(無),--
國立臺灣海洋大學,海洋經營管理學士學位學程,修課紀錄(A)、課程學習成果(B)、多元表現(G、J、L、N)、學習歷程自述(O、P、Q)、其他(R.其他有利審查資料)※項目內容請參照本簡章「貳、分則」乙、審查資料項目內容對照表(第20頁)。,(無),114.5.20至114.5.21
國立臺灣海洋大學,海洋工程科技學士學位學程,修課紀錄(A)、課程學習成果(B、D)、多元表現(G、J、L、N)、學習歷程自述(O、P、Q)、其他(R.其他有利審查資料)※項目內容請參照本簡章「貳、分則」乙、審查資料項目內容對照表(第20頁)。,"說明:1.「學習歷程自述」一篇約1,000字,內容含求學經過與得失、申請就讀動機、大學四年學習規劃及未來的生涯規劃與期望。2.如有其他有利審查之證明,請一併上傳於審查資料系統。3.書面審查相關資料請以A4直放格式上傳。",--
國立臺灣海洋大學,海洋生物科技學士學位學程,修課紀錄(A)、課程學習成果(B、D)、多元表現(G、J、K、L、N)、學習歷程自述(O、P、Q)、其他(R.其他有利審查資料) ※項目內容請參照本簡章「貳、分則」乙、審查資料項目內容對照表(第20頁)。,(無),114.5.20至114.5.21
國立高雄師範大學,國文學系,修課紀錄(A)、課程學習成果(B)、多元表現(F、N)、學習歷程自述(O、P、Q)、其他(R.有利審查資料)※項目內容請參照本簡章「貳、分則」乙、審查資料項目內容對照表(第20頁)。,1.多元表現以及有利審查資料請儘量提供語文領域相關資料，並以高中時期表現為宜。 2.本系之審查資料準備指引公告於本校招生專區及本系網頁，請考生逕行至網站查閱。,114.5.19
國立高雄師範大學,英語學系,修課紀錄(A)、課程學習成果(B、E)、多元表現(F、L、N)、學習歷程自述(O、P、Q)、其他(R.有利審查資料)※項目內容請參照本簡章「貳、分則」乙、審查資料項目內容對照表(第20頁)。,(項次L)限以提供國際標準化英語檢定成績之證明，如LTTC全民英檢、FLPT語言測驗成績、TOEFL、TOEIC、IELTS等測驗成績證明；(項次O、P、Q)學習歷程自述可將學習歷程結合報考動機及未來入學後之相關學習計畫以及畢業後職涯發展綜整撰寫在一起。,114.5.19
國立高雄師範大學,地理學系,修課紀錄(A)、課程學習成果(B、E)、多元表現(F、G、L、M、N)、學習歷程自述(O、P、Q)、其他(R.有利審查資料)※項目內容請參照本簡章「貳、分則」乙、審查資料項目內容對照表(第20頁)。,"1.多元表現以及有利審查資料，請盡量提供地理相關資料，並以高中時期表現為宜。
2.各類書審資料（如：參與地理領域研習活動），需提供相開佐證之證明文件（如：研習證書）。
3.本系之審查資料準備指引公告於本校招生專區及本系網頁，請考生逕行至網站查閱。",114.5.19
國立高雄師範大學,數學系數學組,修課紀錄(A)、課程學習成果(B、D)、多元表現(F、J、M、N)、學習歷程自述(O、P、Q)、其他(R.有利於審查之高中資料) ※項目內容請參照本簡章「貳、分則」乙、審查資料項目內容對照表(第20頁)。,多元表現以校內外數學相關主題、英文能力等學習活動表現為主；以校內或政府機關主辦為優先。,114.5.19
國立高雄師範大學,數學系應用數學組,修課紀錄(A)、課程學習成果(B、D)、多元表現(F、J、M、N)、學習歷程自述(O、P、Q)、其他(R.有利於審查之高中資料) ※項目內容請參照本簡章「貳、分則」乙、審查資料項目內容對照表(第20頁)。,多元表現以校內外數學相關主題、英文能力等學習活動表現為主；以校內或政府機關主辦為優先。,114.5.19
國立高雄師範大學,化學系,修課紀錄(A)、課程學習成果(B、C、D)、多元表現(F、J、K、N)、學習歷程自述(O、P、Q)※項目內容請參照本簡章「貳、分則」乙、審查資料項目內容對照表(第20頁)。,(無),114.5.19
國立高雄師範大學,物理學系,修課紀錄(A)、課程學習成果(D)、多元表現(F、M、N)※項目內容請參照本簡章「貳、分則」乙、審查資料項目內容對照表(第20頁)。,多元表現儘量與物理領域有關，以校內表現為優先。,114.5.19
國立高雄師範大學,生物科技系,修課紀錄(A)、課程學習成果(B、D)、多元表現(F、K、L、M、N)、學習歷程自述(P、Q)、其他(R.有利於審查之資料)※項目內容請參照本簡章「貳、分則」乙、審查資料項目內容對照表(第20頁)。,多元表現儘量與生物有關主題活動，特殊優良表現證明可列舉校內外學習活動表現，以校內表現為優先。,114.5.19
國立高雄師範大學,教育學系,修課紀錄(A)、課程學習成果(B、C)、多元表現(F、G、I、M、N)、學習歷程自述(O、P、Q)、其他(R.有利審查資料)※項目內容請參照本簡章「貳、分則」乙、審查資料項目內容對照表(第20頁)。,1.多元表現以提供與語文領域、社會領域及綜合活動領域相關資料為佳。2.本系之審查資料準備指引公告於本校招生專區及本系網頁，請考生逕行至網站查閱。,114.5.19
國立高雄師範大學,特殊教育學系,修課紀錄(A)、課程學習成果(B)、多元表現(F、G、H、I、N)、學習歷程自述(O、P、Q)※項目內容請參照本簡章「貳、分則」乙、審查資料項目內容對照表(第20頁)。,(無),114.5.19
